Start Time,End Time,Sentence,Translation,Emotion_fine,Emotion_core,Intensity,sentence_length,Language,predicted_emotion,emotion_final,Sentence_corrected
1900-01-01 00:01:46,1900-01-01 00:01:49,"No i ogolnie byla tak, ze wszyscy sie chyba rozeszli spac.",And generally it was like everyone probably went to sleep.,resignation,neutral,neutral,11,informal,neutral,neutral,"No i ogólnie byla tak, że wszyscy się chyba rozeszli spac."
1900-01-01 00:01:56,1900-01-01 00:01:58,Dzisiaj bylismy w action clubie.,Today we were at the action club.,recollection,neutral,neutral,5,informal,happiness,neutral,dzisiaj bylismy w action clubie.
1900-01-01 00:01:58,1900-01-01 00:02:00,"Tak ja podciagnalem, nie?","So I pulled her up, right?",uncertainty,neutral,mild,4,informal,neutral,neutral,"tak ja podciagnalem, nie?"
1900-01-01 00:02:00,1900-01-01 00:02:02,"Ono nie wkladaj mi geby w bloto, nie?","Hey, don't shove my face in the mud, okay?",resentment,anger,moderate,8,informal,anger,anger,"Ono nie wkladaj mi geby w bloto, nie?"
1900-01-01 00:02:02,1900-01-01 00:02:03,Trypson jest kutasem.,Trypson is an asshole.,contempt,disgust,moderate,3,informal,anger,disgust,Trypson jest kutasem.
1900-01-01 00:02:03,1900-01-01 00:02:05,"To to samo, bo powiedzialam, kurwa, prostowo,","It's the same, because I said it, fuck, straightforwardly,",frustration,anger,moderate,7,informal,anger,anger,"To to samo, bo powiedzialam, kurwa, prostowo,"
1900-01-01 00:02:05,1900-01-01 00:02:07,czyz jest kutasem i tyle.,Czyż is a dick and that's it.,contempt,disgust,moderate,5,informal,disgust,disgust,czyz jest kutasem i tyle.
1900-01-01 00:02:07,1900-01-01 00:02:09,"On nie szanuje w ogole ludzi, wiec...","He doesn't respect people at all, so...",contempt,disgust,moderate,7,informal,disgust,disgust,"On nie szanuję w ogóle ludzi, wiec..."
1900-01-01 00:02:09,1900-01-01 00:02:11,"Dowiedzialam sie o tym, ze Trypson robi mi kolo dupy.",I found out that Trypson is scheming behind my back.,betrayal,anger,moderate,10,informal,anger,anger,"Dowiedzialam się o tym, że Trypson robi mi kolo dupy."
1900-01-01 00:02:11,1900-01-01 00:02:14,"Podobno Trypson cos tam zaczal na mnie wyzywac,","Apparently Trypson started calling me names or insulting me or something,",resentment,anger,mild,8,informal,anger,anger,"Podobno Trypson cos tam zaczal na mnie wyzywac,"
1900-01-01 00:02:14,1900-01-01 00:02:16,"ze nie, ze nie ze mna,","that no, that not with me,",rejection,sadness,mild,6,informal,neutral,sadness,"że nie, że nie że mna,"
1900-01-01 00:02:16,1900-01-01 00:02:18,"bo patykiem by mnie nie tknal, cos tam, cos tam, nie.","because he wouldn't touch me with a stick, something, something, no.",rejection,sadness,moderate,11,informal,anger,sadness,"bo patykiem by mnie nie tknął, cos tam, cos tam, nie."
1900-01-01 00:02:18,1900-01-01 00:02:21,"Ja bym jej nie tknal kijem przez szmate, rozumiesz?","I wouldn't touch her with a stick through a rag, you understand?",contempt,disgust,intense,9,informal,disgust,disgust,"Ja bym jej nie tknął kijem przez szmatę, rozumiesz?"
1900-01-01 00:02:21,1900-01-01 00:02:22,Co?,What?,confusion,surprise,mild,1,informal,surprise,surprise,Co?
1900-01-01 00:02:22,1900-01-01 00:02:23,Nie tknalby mnie.,He wouldn't touch me.,rejection,disgust,moderate,3,informal,fear,disgust,nie tknalby mnie.
1900-01-01 00:02:23,1900-01-01 00:02:25,Po prostu bylam w szoku totalnym.,I was just in total shock.,shock,surprise,intense,6,informal,surprise,surprise,Po prostu bylam w szoku totalnym.
1900-01-01 00:02:25,1900-01-01 00:02:28,"Naprawde, po prostu tak mega przykro mi sie zrobilo.","Really, I just felt so incredibly sad.",regret,sadness,intense,9,informal,sadness,sadness,"naprawdę, po prostu tak mega przykro mi się zrobilo."
1900-01-01 00:02:28,1900-01-01 00:02:31,"Przybija ze mna piatki, tutaj w oczy przyjacieli, w ogole nie.","He gives me high fives, but here, he doesn't look friends in the eyes at all.",disappointment,sadness,moderate,11,informal,disgust,sadness,"Przybija że mna piatki, tutaj w oczy przyjacieli, w ogóle nie."
1900-01-01 00:02:31,1900-01-01 00:02:34,"Bo ja, kurwa, myslalam, ze on jest w porzadku.","Because I, fuck, thought he was okay.",disappointment,sadness,intense,9,informal,anger,anger,"Bo ja, kurwa, myślałam, że on jest w porzadku."
1900-01-01 00:02:34,1900-01-01 00:02:37,"No, ja traktowalam Trypsona jako brata.","No, I treated Trypson like a brother.",affection,happiness,mild,6,informal,disgust,happiness,"No, ja traktowalam Trypsona jako brata."
1900-01-01 00:02:37,1900-01-01 00:02:40,"Zyj z ludzmi jeden, kurwa, miesiac.","Live with people for one, fucking, month.",frustration,anger,intense,6,informal,anger,anger,"Zyj z ludzmi jeden, kurwa, miesiac."
1900-01-01 00:02:40,1900-01-01 00:02:42,"Traktujesz ich, kurwa, jak dobry kumpli,","You treat them, fuck, like good buddies,",resentment,anger,moderate,6,informal,disgust,anger,"Traktujesz ich, kurwa, jak dobry kumpli,"
1900-01-01 00:02:42,1900-01-01 00:02:45,"jakby znal ich, kurwa, od Bog wie ilu lat.","as if he had known them, fuck, for God knows how many years.",astonishment,surprise,moderate,9,informal,anger,anger,"jakby znal ich, kurwa, od Bog wie ilu lat."
1900-01-01 00:02:45,1900-01-01 00:02:47,"A oni ci, kurwa, kolo dupy robia.","And they, fuck, are messing around your ass.",frustration,anger,moderate,7,informal,anger,anger,"A oni ci, kurwa, kolo dupy robia."
1900-01-01 00:02:53,1900-01-01 00:02:54,"No, mysle, ze dalismy rade.","No, I think we managed.",relief,happiness,mild,5,informal,neutral,happiness,"No, mysle, że dalismy rade."
1900-01-01 00:02:54,1900-01-01 00:02:56,Bylo dosyc lajtowo.,It was quite chill.,relaxation,happiness,mild,3,informal,happiness,happiness,było dosyc lajtowo.
1900-01-01 00:02:56,1900-01-01 00:02:59,"Widzialem ogolne zniechecenie, zmeczenie w ich oczach.","I saw general discouragement, fatigue in their eyes.",weariness,sadness,moderate,7,informal,disgust,sadness,"widziałem ogolne zniechecenie, zmeczenie w ich oczach."
1900-01-01 00:03:00,1900-01-01 00:03:02,"Ciesze sie, ze juz jest koniec.",I'm glad it's finally over.,relief,happiness,moderate,6,informal,happiness,happiness,"Ciesze się, że już jest KONIEC."
1900-01-01 00:03:04,1900-01-01 00:03:06,Poczatki byly trudne.,The beginnings were difficult.,struggle,sadness,mild,3,informal,fear,sadness,Poczatki byly trudne.
1900-01-01 00:03:06,1900-01-01 00:03:08,"Ale mysle, ze wszedzie poczatki sa trudne.",But I think that beginnings are difficult everywhere.,resignation,sadness,mild,7,informal,neutral,sadness,"Ale mysle, że wszędzie poczatki są trudne."
1900-01-01 00:03:09,1900-01-01 00:03:13,"Ciezko bylo im zrozumiec, na czym polega praca.",It was hard for them to understand what the job was about.,confusion,sadness,mild,8,informal,disgust,sadness,"Ciezko było im zrozumiec, na czym polega praca."
1900-01-01 00:03:13,1900-01-01 00:03:15,"Pozniej ci pokaze, wycieraj.","I'll show you later, wipe.",impatience,anger,mild,4,informal,neutral,anger,"później ci pokaze, wycieraj."
1900-01-01 00:03:17,1900-01-01 00:03:20,Dziewczyny mnie byly zainteresowane praca.,The girls were not interested in the job.,rejection,sadness,mild,5,informal,sadness,sadness,Dziewczyny mnie byly zainteresowane praca.
1900-01-01 00:03:20,1900-01-01 00:03:24,"Bardziej tym, jak unikac tej pracy i jak tu sie schowac.",More about how to avoid this work and how to hide here.,avoidance,fear,moderate,11,informal,neutral,fear,"bardziej tym, jak unikac tej pracy i jak tu się schowac."
1900-01-01 00:03:25,1900-01-01 00:03:28,"Nie umiem, nie, nie, chce mi sie chupac.","I can't, no, no, I want to suck.",frustration,sadness,moderate,8,informal,disgust,sadness,"nie umiem, nie, nie, chcę mi się chupac."
1900-01-01 00:03:31,1900-01-01 00:03:33,"Panowie chca sie pobawic, chca sie napic,","The gentlemen want to have fun, they want to drink,",desire,happiness,mild,7,informal,happiness,happiness,"Panowie chca się pobawic, chca się napić,"
1900-01-01 00:03:33,1900-01-01 00:03:35,"chca popudrywac dziewczyne,","they want to flirt with the girl,",desire,happiness,mild,3,informal,anger,happiness,"chca popudrywac dziewczyne,"
1900-01-01 00:03:35,1900-01-01 00:03:37,"chca dobrze wypasc, chca sie pokazac.","they want to make a good impression, they want to show themselves off.",ambition,happiness,moderate,6,informal,neutral,happiness,"chca dobrze wypasc, chca się pokazac."
1900-01-01 00:03:37,1900-01-01 00:03:39,Ale czy chca pracowac?,But do they want to work?,doubt,neutral,mild,4,informal,neutral,neutral,Ale czy chca pracowac?
1900-01-01 00:03:39,1900-01-01 00:03:41,"No, ciezko im idzie praca.","Well, their work is going badly.",discouragement,sadness,mild,5,informal,disgust,sadness,"No, ciezko im idzie praca."
1900-01-01 00:03:41,1900-01-01 00:03:43,"Ciezko, chociaz sie staraja.","It's hard, although they are trying.",struggle,sadness,moderate,4,informal,disgust,sadness,"Ciezko, chociaz się staraja."
1900-01-01 00:03:44,1900-01-01 00:03:46,"Trypson dal sie poznac z dobrej strony,","Trypson showed himself in a good light,",approval,happiness,mild,7,informal,happiness,happiness,"Trypson dal się poznac z dobrej strony,"
1900-01-01 00:03:46,1900-01-01 00:03:48,"bo nawet jezeli byly problemy z jakimis pracami,","because even if there were problems with some works,",resignation,sadness,mild,8,informal,neutral,sadness,"bo nawet jezeli byly problemy z jakimis pracami,"
1900-01-01 00:03:48,1900-01-01 00:03:50,"to byl zainteresowany, byl chetny,","he was interested, he was willing,",interest,happiness,mild,5,informal,neutral,happiness,"to byl zainteresowany, byl chetny,"
1900-01-01 00:03:50,1900-01-01 00:03:52,"zeby pomoc, zeby sie czegos nauczyc.","to help, to learn something.",motivation,neutral,mild,6,informal,neutral,neutral,"żeby pomoc, żeby się czegos nauczyc."
1900-01-01 00:03:52,1900-01-01 00:03:56,"Mala Ania, mocno zainteresowana, ale nie praca.","Little Ania, very interested, but not in work.",curiosity,neutral,moderate,7,informal,sadness,neutral,"mała Ania, mocno zainteresowana, ale nie praca."
1900-01-01 00:03:59,1900-01-01 00:04:02,"Wojtek potrafi zajac sie pracami,","Wojtek is able to take care of the tasks,",confidence,neutral,mild,5,informal,neutral,neutral,"Wojtek potrafi zajac się pracami,"
1900-01-01 00:04:02,1900-01-01 00:04:04,jest w miare kreatywny.,he is fairly creative.,appreciation,happiness,mild,4,informal,happiness,happiness,jest w miare kreatywny.
1900-01-01 00:04:05,1900-01-01 00:04:09,"Ewelina, najmlodsza uczestniczka tego programu,","Ewelina, the youngest participant of this program,",description,neutral,neutral,5,informal,disgust,neutral,"Eweliną, najmlodsza uczestniczka tego programu,"
1900-01-01 00:04:09,1900-01-01 00:04:11,"moze dlatego ma duzy problem,","maybe that's why he has a big problem,",concern,sadness,moderate,5,informal,neutral,sadness,"może dlatego ma duzy problem,"
1900-01-01 00:04:11,1900-01-01 00:04:13,"zeby zrozumiec, co to znaczy praca,","to understand what work means,",curiosity,neutral,mild,6,informal,neutral,neutral,"żeby zrozumiec, co to znaczy praca,"
1900-01-01 00:04:13,1900-01-01 00:04:15,jak do pracy sie podchodzi.,how one approaches work.,curiosity,neutral,neutral,5,informal,neutral,neutral,jak do pracy się podchodzi.
1900-01-01 00:04:16,1900-01-01 00:04:19,Pawel jest osoba mocno skoncentrowana na sobie.,Paweł is a person strongly focused on himself.,criticism,disgust,mild,7,informal,neutral,disgust,Paweł jest osoba mocno skoncentrowana na sobie.
1900-01-01 00:04:19,1900-01-01 00:04:21,Juz pierwszego dnia dal sie poznac,"Already on the first day, he made himself known",curiosity,neutral,mild,6,informal,happiness,neutral,już pierwszego dnia dal się poznac
1900-01-01 00:04:21,1900-01-01 00:04:23,"ze strony narcystycznej,","from the narcissistic side,",detachment,neutral,neutral,3,informal,neutral,neutral,"że strony narcystycznej,"
1900-01-01 00:04:23,1900-01-01 00:04:25,"stanal w recepcji i pierwsze, co zrobil,","he stood at the reception and the first thing he did,",curiosity,neutral,neutral,7,informal,surprise,neutral,"stanal w recepcji i pierwsze, co zrobił,"
1900-01-01 00:04:25,1900-01-01 00:04:27,to zdjal koszulke.,he took off his shirt.,indifference,neutral,neutral,3,informal,disgust,neutral,to zdjal koszulke.
1900-01-01 00:04:29,1900-01-01 00:04:33,Prace wykonywal na poziomie podstawowym.,He performed the work at a basic level.,indifference,neutral,neutral,5,informal,neutral,neutral,Prace wykonywal na poziomie podstawowym.
1900-01-01 00:04:35,1900-01-01 00:04:37,Smietana pracowal...,Śmietana worked...,anticipation,neutral,neutral,2,informal,neutral,neutral,Smietana pracowal...
1900-01-01 00:04:37,1900-01-01 00:04:39,"No, pracowal.","No, he worked.",correction,neutral,neutral,2,informal,neutral,neutral,"No, pracowal."
1900-01-01 00:04:41,1900-01-01 00:04:44,Eliza nie ma za bardzo celow w zyciu i pomyslow.,Eliza doesn't really have goals in life or ideas.,aimlessness,sadness,moderate,10,informal,neutral,sadness,Eliza nie ma za bardzo celow w zyciu i pomyslow.
1900-01-01 00:04:44,1900-01-01 00:04:46,Pomyslu na siebie.,An idea for oneself.,uncertainty,sadness,mild,3,informal,neutral,sadness,Pomyslu na siebie.
1900-01-01 00:04:46,1900-01-01 00:04:50,"Nie potrafi, moze nawet nie chce czegos sie nauczyc.","He can't, maybe he doesn't even want to learn something.",resignation,sadness,moderate,9,informal,neutral,sadness,"nie potrafi, może nawet nie chcę czegos się nauczyc."
1900-01-01 00:04:50,1900-01-01 00:04:53,Najlepszym pracownikiem dla mnie byla Ania.,The best employee for me was Ania.,appreciation,happiness,mild,6,informal,happiness,happiness,Najlepszym pracownikiem dla mnie byla Ania.
1900-01-01 00:04:53,1900-01-01 00:04:55,"Nie musze powiedziec, wysoka Ania.","I don't have to say, tall Ania.",indifference,neutral,neutral,5,informal,neutral,neutral,"nie musze powiedzieć, wysoka Ania."
1900-01-01 00:04:55,1900-01-01 00:04:57,Dawala rade.,She managed.,resilience,happiness,mild,2,informal,neutral,happiness,Dawala rade.
1900-01-01 00:04:57,1900-01-01 00:05:01,Dzieki ekipie poznalem nowa definicje pracy zespolowej.,"Thanks to the team, I learned a new definition of teamwork.",gratitude,happiness,mild,7,informal,neutral,happiness,Dzieki ekipie poznalem nowa definicje pracy zespolowej.
1900-01-01 00:05:15,1900-01-01 00:05:18,"Ludzie, ktorzy zwyciezyli konkurs na Facebooku,","People who won the contest on Facebook,",anticipation,happiness,mild,6,informal,neutral,happiness,"Ludzie, ktorzy zwyciezyli konkurs na Facebooku,"
1900-01-01 00:05:18,1900-01-01 00:05:20,dzisiaj nas odwiedza.,They will visit us today.,anticipation,happiness,mild,3,informal,neutral,happiness,dzisiaj nas odwiedza.
1900-01-01 00:05:20,1900-01-01 00:05:23,"Pokazemy im, jak mieszkamy, poznaja nas lepiej.","We will show them how we live, they will get to know us better.",openness,happiness,mild,7,informal,neutral,happiness,"Pokazemy im, jak mieszkamy, poznaja nas lepiej."
1900-01-01 00:05:23,1900-01-01 00:05:25,My poznamy ich.,We will recognize them.,certainty,neutral,neutral,3,informal,neutral,neutral,My poznamy ich.
1900-01-01 00:05:29,1900-01-01 00:05:31,Pojawili sie tak nagle...,They appeared so suddenly...,startlement,surprise,moderate,4,informal,surprise,surprise,Pojawili się tak nagle...
1900-01-01 00:05:31,1900-01-01 00:05:33,"Okej, to moze od pokoju Ani zaczniemy.","Okay, so maybe we'll start with Ania's room.",readiness,neutral,neutral,7,informal,neutral,neutral,"Okej, to może od pokoju Ani zaczniemy."
1900-01-01 00:05:33,1900-01-01 00:05:35,"Fajne bytkamery, jak spia.","Nice baby monitors, when they sleep.",appreciation,happiness,mild,4,informal,neutral,happiness,"Fajne bytkamery, jak spia."
1900-01-01 00:05:35,1900-01-01 00:05:37,"Tak, caly czas.","Yes, all the time.",resignation,sadness,mild,3,informal,neutral,sadness,"tak, caly czas."
1900-01-01 00:05:37,1900-01-01 00:05:40,"Byli bardzo chetni na alkohol,","They were very eager for alcohol,",craving,happiness,moderate,5,informal,neutral,happiness,"Byli bardzo chetni na alkohol,"
1900-01-01 00:05:40,1900-01-01 00:05:42,wiec ja to sie ucieszylam.,so I was happy about it.,pleasure,happiness,mild,5,informal,happiness,happiness,wiec ja to się ucieszylam.
1900-01-01 00:05:42,1900-01-01 00:05:44,"Pija, pija, pija.","They drink, drink, drink.",resignation,sadness,moderate,3,informal,disgust,sadness,"Pija, pija, pija."
1900-01-01 00:05:44,1900-01-01 00:05:46,"Ale mowie, jestem ciekawa, jak to sie skonczy.","But I say, I'm curious how this will end.",curiosity,neutral,mild,8,informal,surprise,neutral,"Ale mowie, jestem ciekawa, jak to się skonczy."
1900-01-01 00:05:49,1900-01-01 00:05:51,Juz jest rozpierdol na chacie.,There's already chaos in the house.,chaos,anger,moderate,5,informal,neutral,anger,już jest rozpierdol na chacie.
1900-01-01 00:05:53,1900-01-01 00:05:55,Dwoch kolegow sie zalalo strasznie.,Two friends got terribly drunk.,amusement,happiness,moderate,5,informal,disgust,happiness,Dwoch kolegow się zalalo strasznie.
1900-01-01 00:05:58,1900-01-01 00:06:00,"A ten gosc jeden lezy na kanapie,","And this one guy is lying on the couch,",curiosity,neutral,neutral,7,informal,disgust,neutral,"A ten gosc jeden lezy na kanapie,"
1900-01-01 00:06:00,1900-01-01 00:06:02,a my z Eliza zaczelismy go rozbierac.,and Eliza and I started to take it apart.,engagement,neutral,neutral,7,informal,anger,neutral,a my z Eliza zaczelismy go rozbierac.
1900-01-01 00:06:02,1900-01-01 00:06:04,Musimy sciagnac spodnie.,We have to take off the pants.,resignation,neutral,neutral,3,informal,neutral,neutral,Musimy sciagnac spodnie.
1900-01-01 00:06:04,1900-01-01 00:06:06,"A on nie, niby najebany,","And he, no, supposedly drunk,",skepticism,neutral,mild,5,informal,disgust,anger,"A on nie, niby najebany,"
1900-01-01 00:06:06,1900-01-01 00:06:08,"ale ta reke, wiesz, chodzila mu,","but that hand, you know, it was moving for him,",concern,fear,mild,6,informal,neutral,fear,"ale tą reke, wiesz, chodzila mu,"
1900-01-01 00:06:08,1900-01-01 00:06:10,zeby mu nie odpinac tych spodni.,so as not to unfasten his pants.,concern,fear,mild,6,informal,disgust,fear,żeby mu nie odpinac tych spodni.
1900-01-01 00:06:13,1900-01-01 00:06:15,Ktos pomylil kibel z bidetem.,Someone confused the toilet with the bidet.,amusement,happiness,mild,5,informal,disgust,happiness,Ktos pomylil kibel z bidetem.
1900-01-01 00:06:15,1900-01-01 00:06:17,Najszczal nam do bidetu.,He peed in our bidet.,annoyance,anger,moderate,4,informal,disgust,anger,Najszczal nam do bidetu.
1900-01-01 00:06:17,1900-01-01 00:06:19,W sumie chlopakom.,"Actually, to the guys.",indifference,neutral,neutral,3,informal,neutral,neutral,W sumie chlopakom.
1900-01-01 00:06:19,1900-01-01 00:06:22,"Ej, kurwa, studenciki, pojebalo was?","Hey, fuck, students, are you out of your minds?",contempt,anger,intense,5,informal,anger,anger,"Ej, kurwa, studenciki, pojebało was?"
1900-01-01 00:06:22,1900-01-01 00:06:25,"Nie wiem, jak mozna pomylic kibel z bidetem.",I don't know how you can confuse a toilet with a bidet.,bewilderment,surprise,moderate,8,informal,surprise,surprise,"nie wiem, jak można pomylic kibel z bidetem."
1900-01-01 00:06:25,1900-01-01 00:06:27,Nie ma to byc oproznione i wyczyscione.,It is not supposed to be emptied and cleaned.,insistence,neutral,neutral,7,informal,neutral,neutral,nie ma to byc oproznione i wyczyscione.
1900-01-01 00:06:27,1900-01-01 00:06:30,Trybson zareagowal na to i kazal im sprzatac.,Trybson reacted to this and told them to clean up.,authority,anger,moderate,8,informal,anger,anger,Trybson zareagowal na to i kazal im sprzatac.
1900-01-01 00:06:30,1900-01-01 00:06:31,Sprzatac?,Clean up?,reluctance,neutral,mild,1,informal,surprise,neutral,Sprzatac?
1900-01-01 00:06:31,1900-01-01 00:06:33,"No dobra, w dupie to mamy.","Alright, we don't give a damn about it.",indifference,disgust,moderate,6,informal,anger,disgust,"No dobra, w dupie to mamy."
1900-01-01 00:06:33,1900-01-01 00:06:35,Nie dziala masz tego sprzatac.,"It doesn't work, you have to clean it up.",irritation,anger,moderate,5,informal,sadness,anger,nie dziala masz tego sprzatac.
1900-01-01 00:06:37,1900-01-01 00:06:39,"Widzisz, juz...","You see, already...",hesitation,neutral,mild,2,informal,neutral,neutral,"Widzisz, już..."
1900-01-01 00:06:39,1900-01-01 00:06:40,Juz nie!,Not anymore!,defiance,anger,intense,2,informal,anger,anger,już nie!
1900-01-01 00:06:40,1900-01-01 00:06:42,"Kurwa, nie denerwuj mnie, gosciu.","Fuck, don't annoy me, dude.",irritation,anger,moderate,5,informal,anger,anger,"kurwa, nie denerwuj mnie, gościu."
1900-01-01 00:06:42,1900-01-01 00:06:44,Trzeba to spowalniac.,It needs to be slowed down.,concern,fear,mild,3,informal,neutral,fear,Trzeba to spowalniac.
1900-01-01 00:06:44,1900-01-01 00:06:46,Spowalniac trzeba to?,Do we need to slow this down?,uncertainty,neutral,mild,3,informal,neutral,neutral,Spowalniac trzeba to?
1900-01-01 00:06:46,1900-01-01 00:06:47,Trzeba.,It is necessary.,determination,neutral,neutral,1,informal,neutral,neutral,Trzeba.
1900-01-01 00:06:47,1900-01-01 00:06:49,"Nie da sie, widzisz, ze sie nie da.","It can't be done, you see, it can't be done.",resignation,sadness,moderate,8,informal,anger,sadness,"nie da się, widzisz, że się nie da."
1900-01-01 00:06:53,1900-01-01 00:06:55,"Kurwa, w lodu, zjebie lodu.","Fuck, in the ice, fuck up the ice.",frustration,anger,intense,5,informal,anger,anger,"kurwa, w lodu, zjebie lodu."
1900-01-01 00:06:57,1900-01-01 00:06:58,"Kurwa, no nie da sie.","Fuck, it's just not possible.",frustration,anger,moderate,5,informal,anger,anger,"kurwa, no nie da się."
1900-01-01 00:06:58,1900-01-01 00:06:59,A ty nasikajesz do bidetu?,And do you pee in the bidet?,curiosity,neutral,mild,5,informal,disgust,neutral,A ty nasikajesz do bidetu?
1900-01-01 00:06:59,1900-01-01 00:07:00,Tak.,Yes.,agreement,neutral,neutral,1,informal,neutral,neutral,tak.
1900-01-01 00:07:00,1900-01-01 00:07:02,"Ale jezeli tego nie otworzysz, to stad nie wyjdziesz.","But if you don't open this, you won't get out of here.",threat,fear,moderate,9,informal,neutral,fear,"Ale jezeli tego nie otworzysz, to stad nie wyjdziesz."
1900-01-01 00:07:02,1900-01-01 00:07:04,"No i tyle, masz zrobic tak, zeby to zeszlo.","That's it, you have to do it so that it comes off.",impatience,anger,moderate,9,informal,neutral,anger,"No i tyle, masz zrobic tak, żeby to zeszlo."
1900-01-01 00:07:04,1900-01-01 00:07:05,I mnie to nie interesuje.,And I'm not interested in that.,indifference,neutral,neutral,5,informal,neutral,neutral,I mnie to nie interesuje.
1900-01-01 00:07:05,1900-01-01 00:07:06,Nie widzialas?,Didn't you see?,confusion,surprise,mild,2,informal,surprise,surprise,nie widzialas?
1900-01-01 00:07:06,1900-01-01 00:07:08,"Ale ty jestes naszym gosciem, my to rozumiemy,","But you are our guest, we understand that,",consideration,neutral,mild,8,informal,neutral,neutral,"Ale ty jesteś naszym gosciem, my to rozumiemy,"
1900-01-01 00:07:08,1900-01-01 00:07:10,"ale wiesz, bidet sluzy do podmywania...","but you know, a bidet is used for washing...",explanation,neutral,neutral,6,informal,neutral,neutral,"ale wiesz, bidet sluzy do podmywania..."
1900-01-01 00:07:10,1900-01-01 00:07:11,Sisiak.,Sisiak.,neutrality,neutral,neutral,1,informal,neutral,neutral,Sisiak.
1900-01-01 00:07:11,1900-01-01 00:07:12,"...dol, dolu, rozumiesz?","...down, down, do you understand?",confusion,neutral,mild,3,informal,neutral,neutral,"...dol, dolu, rozumiesz?"
1900-01-01 00:07:12,1900-01-01 00:07:17,"Kobiety tam siadaja na tym, myja sobie myszke i jest fajnie.","Women sit on it there, wash their 'mouse', and it's nice.",amusement,happiness,mild,11,informal,neutral,happiness,"Kobiety tam siadaja na tym, myja sobie myszke i jest fajnie."
1900-01-01 00:07:17,1900-01-01 00:07:18,Do tego sie nie sika.,You don't pee on that.,disapproval,disgust,moderate,5,informal,disgust,disgust,Do tego się nie sika.
1900-01-01 00:07:18,1900-01-01 00:07:20,"Tu, tu, tu, tu, tu, tu.","Tu, tu, tu, tu, tu, tu.",neutrality,neutral,neutral,6,informal,neutral,neutral,"Tu, tu, tu, tu, tu, tu."
1900-01-01 00:07:20,1900-01-01 00:07:22,"I kazda kropelke wszystko, co tam.","And every drop, everything that is there.",contemplation,neutral,neutral,6,informal,neutral,neutral,"I kazda kropelke wszystko, co tam."
1900-01-01 00:07:22,1900-01-01 00:07:25,"Nie wiem, nie przygladam sie temu, bo to jest przeciez obrzydliwe, nie?","I don't know, I don't look at it, because it's disgusting, right?",aversion,disgust,moderate,12,informal,disgust,disgust,"nie wiem, nie przygladam się temu, bo to jest przeciez obrzydliwe, nie?"
1900-01-01 00:07:27,1900-01-01 00:07:29,"Nawet nie wiem, kiedy pojechali, bo sie nie zorientowalam.","I don't even know when they left, because I didn't notice.",bewilderment,surprise,mild,9,informal,surprise,surprise,"nawet nie wiem, kiedy pojechali, bo się nie zorientowalam."
1900-01-01 00:07:33.492993,1900-01-01 00:07:36.492993,Dostaly dwie dziewczyny u nas na noc.,Two girls stayed overnight at our place.,matter-of-factness,neutral,neutral,7,informal,neutral,neutral,Dostaly dwie dziewczyny u nas na noc.
1900-01-01 00:07:37.492993,1900-01-01 00:07:39.492993,"Chcielismy, zeby cos tam sie dzialo, nie?","We wanted something to be happening there, right?",expectation,happiness,mild,7,informal,neutral,neutral,"Chcielismy, żeby cos tam się dzialo, nie?"
1900-01-01 00:07:39.492993,1900-01-01 00:07:47.492993,"Zawsze tam przychodzi z pomyslem, ze upijemy Pawla, zeby sobie brzygnal kolezanke.",He always comes there with the idea that we'll get Paweł drunk so he can hit on a girl.,mischief,happiness,mild,12,informal,disgust,happiness,"Zawsze tam przychodzi z pomyslem, że upijemy Pawla, żeby sobie brzygnal kolezanke."
1900-01-01 00:07:47.492993,1900-01-01 00:07:50.492993,"Chlopacy nalewali sobie wody, mu nalewali wodke.","The guys were pouring themselves water, but they were pouring him vodka.",injustice,anger,moderate,7,informal,disgust,anger,"Chlopacy nalewali sobie wody, mu nalewali wodke."
1900-01-01 00:07:50.492993,1900-01-01 00:07:53.492993,"No nie wiem, o czym ty myslisz. Ja mi chodzilo o cos takiego.","Well, I don't know what you're thinking. I meant something like this.",confusion,surprise,mild,13,informal,surprise,surprise,"No nie wiem, o czym ty myslisz. Ja mi chodziło o cos takiego."
1900-01-01 00:07:53.492993,1900-01-01 00:07:55.492993,"Zboczona, nie?","Perverted, right?",judgment,disgust,mild,2,informal,disgust,disgust,"Zboczona, nie?"
1900-01-01 00:07:55.492993,1900-01-01 00:07:56.492993,"Ja mowie, nie slysze.","I speak, I do not hear.",frustration,sadness,mild,4,informal,disgust,sadness,"Ja mowie, nie slysze."
1900-01-01 00:07:56.492993,1900-01-01 00:07:58.492993,"Nie slysze, nie slysze.","I can't hear, I can't hear.",frustration,anger,moderate,4,informal,sadness,anger,"nie slysze, nie slysze."
1900-01-01 00:07:58.492993,1900-01-01 00:08:00.492993,"Dawaj, jeszcze jedno popij, to jedziemy.","Come on, have one more drink, then we'll go.",encouragement,neutral,mild,6,informal,neutral,neutral,"Dawaj, jeszcze jedno popij, to jedziemy."
1900-01-01 00:08:00.492993,1900-01-01 00:08:02.492993,I wszyscy wrechta miedzy nami.,And everyone is interfering between us.,frustration,anger,moderate,5,informal,anger,anger,I wszyscy wrechta miedzy nami.
1900-01-01 00:08:04.492993,1900-01-01 00:08:06.492993,Skore mial palic w garnku.,He was supposed to burn the skin in a pot.,disgust,disgust,moderate,5,informal,disgust,disgust,Skore mial palic w garnku.
