Segment_id,Start_time_seconds,End_time_seconds,Start_time_formatted,End_time_formatted,Duration_seconds,Sentence,Emotion_core
238,867.3,870.36,14:27,14:30,3.06,"Ja o tobie myślałem codziennie, rozumiesz?",surprise
179,652.48,657.7,10:52,10:57,5.22,Nie za mało krwi?,surprise
328,1122.26,1123.58,18:42,18:43,1.32,"Serio, stary.",surprise
32,149.23,151.93,02:29,02:31,2.7,To jest wspaniałe pracować z taką ekipą.,surprise
402,1426.95,1428.63,23:46,23:48,1.68,"Polska, Polska, Polska, Polska!",surprise
303,1021.22,1021.86,17:01,17:01,0.64,Masz jakiś problem?,surprise
352,610.74,612.1,10:10,10:12,1.36,Ale będzie laksa dzisiaj.,surprise
395,777.79,778.99,12:57,12:58,1.2,Ojej!,surprise
30,103.22,111.42,01:43,01:51,8.2,"Podobno i ta kawa przechodzi proces fermentacji, czyli jakby tam coś tam zachodzi, ale ostatecznie te bakterie wszystkie są jakby usuwane.",surprise
131,673.73,675.37,11:13,11:15,1.64,"Jakoś za bardzo go nie dopingujecie, co?",surprise
145,466.91,467.73,07:46,07:47,0.82,Słucham?,surprise
500,1402.6,1409.04,23:22,23:29,6.44,"No wiadomo, jak to baby, no baby takie są, będą i tak było zawsze, więc to nie jest nic dziwnego.",surprise
213,775.46,777.76,12:55,12:57,2.3,Co to kurwa znaczy?,surprise
582,1634.79,1639.11,27:14,27:19,4.32,"Uuu, ktoś się zdenerwował, mój drogi.",surprise
269,1092.55,1093.89,18:12,18:13,1.34,Konon na którym jest teraz roku?,surprise
269,564.82,565.7,09:24,09:25,0.88,Coś?,surprise
62,183.32,183.96,03:03,03:03,0.64,Tylko czekaj!,surprise
219,904.31,905.99,15:04,15:05,1.68,Na pewno jeszcze coś zrobię.,surprise
275,928.41,929.34,15:28,15:29,0.93,Spodnie?,surprise
71,234.48,236.42,03:54,03:56,1.94,"Niech mi pan pokaże, co to za rozrywka.",surprise
37,219.82,234.06,03:39,03:54,14.24,"To jest taka długa znajomość, tak, ale ona fajnie się rozkwita, fajnie się przeobraża z jakiegoś takiego patrzenia na siebie takiego, dwóch dziwolągów takich na siebie, tak, do jakiejś takiej bardzo ciepłej relacji.",surprise
29,169.78,172.69,02:49,02:52,2.91,"Tak przekartkuję, żeby o coś zapytać.",surprise
358,1508.59,1510.63,25:08,25:10,2.04,Zajebiście jest!,surprise
646,1689.65,1693.41,28:09,28:13,3.76,"A powiedz mi, to co wrzucił, ile trwało?",surprise
467,1695.09,1696.63,28:15,28:16,1.54,Ale jesteś w srebrnej.,surprise
246,842.27,843.65,14:02,14:03,1.38,Co się obijasz?,surprise
979,3259.04,3260.2,54:19,54:20,1.16,Sześć godzin?,surprise
161,358.02,360.62,05:58,06:00,2.6,"Spaconowa, ten Koziołek Matołek.",surprise
173,675.32,680.76,11:15,11:20,5.44,"Powiedziałem Elisie, żeby weszła na baw, zaszkodzić Czadu, ale nie chciała, no to mówię, to ja im pokażę.",surprise
115,212.79,214.07,03:32,03:34,1.28,Ale cały naraz do ryja.,surprise
5,25.25,27.03,00:25,00:27,1.78,"Wiedziałam, że jest jakiś haczyk.",surprise
92,463.83,467.1,07:43,07:47,3.27,"A już co będzie, to zostanie tylko w naszej historii.",surprise
187,548.18,550.56,09:08,09:10,2.38,"Poznanie się nie mogliśmy spotkać, ale tutaj się spotkamy.",surprise
23,60.2,60.8,01:00,01:00,0.6,Co?,surprise
5,10.11,12.23,00:10,00:12,2.12,Prawo jazdy and pawara!,surprise
196,613.0,616.48,10:13,10:16,3.48,"Ile razy mówiłem, żebyś nie nazywał mnie Kobra, tylko Pisior!",surprise
48,117.83,119.35,01:57,01:59,1.52,Trzeba ustawić jak chcesz.,surprise
35,126.19,127.87,02:06,02:07,1.68,"A co ty, Wiktor, nie wierzysz we mnie czy ja?",surprise
286,1066.71,1068.59,17:46,17:48,1.88,A co zostawiłam?,surprise
402,1188.15,1189.33,19:48,19:49,1.18,"Rób to, co robisz, powoli.",surprise
131,407.94,410.06,06:47,06:50,2.12,"O, patrzcie, chrybo!",surprise
815,2461.45,2465.39,41:01,41:05,3.94,"To odjebało ogólnie trochę nam i zaczęłyśmy sobie tam świrować, nie?",surprise
96,263.71,264.17,04:23,04:24,0.46,Naprawdę?,surprise
16,98.84,101.6,01:38,01:41,2.76,"A jak im udowodnić, że tego nie wymyślili?",surprise
111,411.48,417.9,06:51,06:57,6.42,"A czy dopuszczasz do siebie informację, że któryś z Twoich związków rozpadł się ze względu na Ciebie, czyli z Twojej winy?",surprise
680,1687.46,1690.8,28:07,28:10,3.34,Co wybrać?,surprise
126,416.83,420.71,06:56,07:00,3.88,"Co zrobią, ażeby sparaliżowane strachem miasto nareszcie odetchnęło?",surprise
837,2246.69,2251.64,37:26,37:31,4.95,"Oj, oj, oj, oj, oj, Już jest coraz lepiej.",surprise
64,276.06,279.68,04:36,04:39,3.62,"Znałem się troszkę na kamerach i wiedziałem, z jaką kamerą całość kręcona.",surprise
355,691.34,693.1,11:31,11:33,1.76,"Zobacz, jaki zasięg ma, nie?",surprise
321,895.47,901.85,14:55,15:01,6.38,"Ale to bardzo się cieszę, że znalazłam taką swoją koleżankę, z którą naprawdę mogę porozmawiać na każdy temat, tak mi się wydaje przynajmniej.",surprise
137,414.91,417.91,06:54,06:57,3.0,Ty!,surprise
249,1118.57,1120.89,18:38,18:40,2.32,Brawa tak naprawdę to Wam się należą.,surprise
572,1314.78,1318.3,21:54,21:58,3.52,"Pomyślałem sobie, kur***, może coś z tą komedią na serio porobić.",surprise
110,439.94,442.58,07:19,07:22,2.64,"Wiadaliśmy sobie poważnie z Trybsonem, chwilę.",surprise
203,717.67,720.07,11:57,12:00,2.4,Dobre!,surprise
728,1430.47,1431.82,23:50,23:51,1.35,Coś tam.,surprise
4,10.57,12.85,00:10,00:12,2.28,Prawo jazdy & Polonez!,surprise
260,783.82,784.88,13:03,13:04,1.06,Co się stało?,surprise
116,356.49,357.61,05:56,05:57,1.12,Halo!,surprise
177,685.0,705.5,11:25,11:45,20.5,"I tak jak my na przykład chcemy być ciemniejsi, chodzimy do Solarium, tak tam koncerny typu Soraya, Nivea, słuchajcie, mają whitening cream, czyli te wybielające kremy i Tajowie, którzy są zmuszeni jakoś tam życiowo pracować właśnie w miejscach, gdzie jest duże nasłonecznienie, oni się po prostu przed tym słońcem chronią.",surprise
18,53.89,55.49,00:53,00:55,1.6,Albo co palisz?,surprise
101,734.38,752.41,12:14,12:32,18.03,"Ale później już od etapu bitew zaczyna się prawdziwe życie muzyka, czyli Zderzenie się z ogromnymi oczekiwaniami, działanie pod presją czasu, radzenie sobie ze stresem, z nerwami, z emocjami.",surprise
192,466.64,467.74,07:46,07:47,1.1,"No, ale coś...",surprise
761,1489.92,1491.76,24:49,24:51,1.84,"Dawaj, masz szansę, masz szansę!",surprise
269,921.82,923.74,15:21,15:23,1.92,Musisz mi coś wziąć.,surprise
659,1321.59,1322.77,22:01,22:02,1.18,"To ty widziałem, ale...",surprise
186,598.19,601.11,09:58,10:01,2.92,"Dobra, poddajecie się i spierdalamy, bo psy!",surprise
114,439.64,440.62,07:19,07:20,0.98,"Pai, co to jest?",surprise
421,732.16,733.11,12:12,12:13,0.95,Ale tak ostre?,surprise
145,649.04,654.06,10:49,10:54,5.02,Co to takie bardziej tłuste?,surprise
92,234.69,235.53,03:54,03:55,0.84,"Bo co, całe...",surprise
195,355.58,357.78,05:55,05:57,2.2,Ojejku.,surprise
105,306.34,307.8,05:06,05:07,1.46,"Ale w ogóle nie trudno mu się dziwić, nie?",surprise
81,312.83,314.95,05:12,05:14,2.12,"Ale ty wiesz, za dużo straciłem też, wiesz.",surprise
9,27.33,35.03,00:27,00:35,7.7,"One są gołe i niektóre co drugą noc czasami wypada tak, że one są zczarowane pumeksem.",surprise
435,1611.07,1614.31,26:51,26:54,3.24,Let's go!,surprise
412,856.99,861.45,14:16,14:21,4.46,A po trzy strony?,surprise
180,444.74,446.42,07:24,07:26,1.68,Moja dusza mnie opuściła znowu.,surprise
155,540.26,542.56,09:00,09:02,2.3,"Widziałam trąbkę, ale trąbka nie widział trąbki.",surprise
260,544.7,546.34,09:04,09:06,1.64,"Szybka, szybka jest, nie?",surprise
11,36.62,39.46,00:36,00:39,2.84,Że mam sześć gumek i muszę wydbać co najmniej tysiąc lat.,surprise
202,679.65,690.75,11:19,11:30,11.1,Ale to jest naturalne?,surprise
358,696.25,698.08,11:36,11:38,1.83,"O nie, nie!",surprise
186,456.63,458.44,07:36,07:38,1.81,"Boże, fuj.",surprise
150,887.61,895.49,14:47,14:55,7.88,"Więc tak się zastanawiałam, jak to ugryźć, żeby powiedzieć mu, że ja tych zdjęć nie zrobię.",surprise
151,479.05,482.95,07:59,08:02,3.9,"Przepraszam bardzo, może pan to nam jakoś wyjaśnić?",surprise
201,1182.07,1184.93,19:42,19:44,2.86,"Ciągle zakładaliśmy, że trzeba to zrobić i nikt nie myślał, co jest dalej.",surprise
33,187.71,193.13,03:07,03:13,5.42,"Naprawdę, w kolejce stoi się z pół godziny, no ale domyślam się, że jest to wielkie wydarzenie dla takiego klubu.",surprise
375,1237.84,1239.8,20:37,20:39,1.96,"To jest niemożliwe, że on tego nie ogarnął.",surprise
545,1347.62,1348.92,22:27,22:28,1.3,"Ja bym został tu, gdzie stoję.",surprise
33,94.02,97.42,01:34,01:37,3.4,"Wrócimy za kilka godzin, najebani jak bełkot!",surprise
450,913.64,914.84,15:13,15:14,1.2,"Diego, ale ma rozbieg.",surprise
368,1460.79,1464.78,24:20,24:24,3.99,"Ale to wam nie wyszło, bo ja sobie przejrzałem recenzje prawicowych mediów.",surprise
232,828.99,833.04,13:48,13:53,4.05,Z jakiego miasta na Ukrainie?,surprise
74,319.79,321.15,05:19,05:21,1.36,"Nie wiem, co jemu się upierdoliło.",surprise
629,1324.11,1331.71,22:04,22:11,7.6,Ja się co pięć razy w ustach wyciągnęłaś.,surprise
366,1630.45,1636.79,27:10,27:16,6.34,Tak naprawdę oglądając ten serial mieliśmy taki powiew Ameryki.,surprise
37,113.27,114.59,01:53,01:54,1.32,Tego mi było trzeba!,surprise
177,575.99,577.61,09:35,09:37,1.62,A to ci się tak jakby nie podoba?,surprise
921,3083.8,3083.93,51:23,51:23,0.13,What's up?,surprise
123,404.4,407.52,06:44,06:47,3.12,Pijące i siedź tam A ty wytrzymasz 7 godzin?,surprise
16,52.14,52.64,00:52,00:52,0.5,Mało?,surprise
636,1747.05,1748.33,29:07,29:08,1.28,Ale w ogóle się nie wierzę!,surprise
406,909.08,910.32,15:09,15:10,1.24,Ale będzie rosół.,surprise
213,806.97,809.25,13:26,13:29,2.28,Czemu wyliczę Krystina?,surprise
14,50.95,52.35,00:50,00:52,1.4,"Ej, podgląda!",surprise
541,1089.92,1091.54,18:09,18:11,1.62,Zresztą!,surprise
27,90.03,91.07,01:30,01:31,1.04,No pewnie!,surprise
273,1019.8,1020.76,16:59,17:00,0.96,Dlaczego?,surprise
192,562.8,563.98,09:22,09:23,1.18,"Eliza jest zajebista, nie?",surprise
16,86.78,90.3,01:26,01:30,3.52,"z Thompsonem i Baronem, którzy kiedyś oceniali Twój talent, prawda?",surprise
154,508.52,511.24,08:28,08:31,2.72,"Coś z przodu może ci wywali, coś z tyłu.",surprise
1185,4498.66,4505.16,74:58,75:05,6.5,"No i tu wraca po prostu, nie wiem, no chyba pokora po prostu, że nigdy nie wiesz, nigdy nie wiesz jak to się potoczy.",surprise
220,572.35,574.01,09:32,09:34,1.66,Nie wiem co zrobił.,surprise
35,123.72,126.1,02:03,02:06,2.38,Jak na odpuście są te szyszki takie do jedzenia.,surprise
269,573.17,576.79,09:33,09:36,3.62,Moja dusza opuściła moje ciało.,surprise
618,1596.35,1601.37,26:36,26:41,5.02,"Arek, masz swoją Matrycę Marzeń i wiem, że jak już do czegoś podchodzisz, to naprawdę z ambicjami.",surprise
223,578.69,582.05,09:38,09:42,3.36,To już są najmniejsze teorie jakieś spiskowe tutaj.,surprise
295,971.62,975.9,16:11,16:15,4.28,"Teraz wygrywam pieniądze, żeby Olek w aucie mógł jeździć sobie!",surprise
102,424.68,427.48,07:04,07:07,2.8,"Tylko tam naprawdę było to widać, że to się dzieje w przestrzeni.",surprise
333,582.18,583.38,09:42,09:43,1.2,Naprawdę?,surprise
183,416.56,420.08,06:56,07:00,3.52,"Ale mocno, pilnuj linii, pilnuj linii.",surprise
255,650.27,653.95,10:50,10:53,3.68,"Ale jakiś karatos, ale śmieszny gościu.",surprise
39,102.34,103.52,01:42,01:43,1.18,To nie będzie jajco.,surprise
57,161.97,162.79,02:41,02:42,0.82,"Dobra, nieważne.",surprise
167,635.01,635.75,10:35,10:35,0.74,Coś...,surprise
91,569.06,571.14,09:29,09:31,2.08,No bo po co?,surprise
726,2502.09,2506.63,41:42,41:46,4.54,"A co tak ogólnie Białorusini myślą o Polakach, o Polsce?",surprise
391,774.23,774.44,12:54,12:54,0.21,Ojej!,surprise
74,155.19,155.79,02:35,02:35,0.6,Co teraz?,surprise
150,379.12,385.35,06:19,06:25,6.23,"Moja dusza mnie opuściła, pokażcie tą duszę To mnie bawi.",surprise
717,1417.56,1418.72,23:37,23:38,1.16,Atakuj go!,surprise
465,956.26,957.54,15:56,15:57,1.28,I co?,surprise
545,1551.3,1553.36,25:51,25:53,2.06,"Już ją lubię, nie?",surprise
154,618.35,620.21,10:18,10:20,1.86,Kogo pani ceni z polskich gwiazd?,surprise
807,2742.9,2744.34,45:42,45:44,1.44,No ale bardzo w porządku.,surprise
19,156.59,162.12,02:36,02:42,5.53,A jakie masz takie najbardziej charakterystyczne jedno wspomnienie z całej swojej pracy?,surprise
254,768.77,769.6,12:48,12:49,0.83,Abo!,surprise
213,449.29,450.33,07:29,07:30,1.04,Pachną jak flaczki.,surprise
182,585.38,587.04,09:45,09:47,1.66,"Widziałaś, miał sprawę?",surprise
95,291.04,293.08,04:51,04:53,2.04,Jak skosza biorą.,surprise
798,1553.7,1555.34,25:53,25:55,1.64,"Hej, hej!",surprise
387,1372.97,1379.69,22:52,22:59,6.72,"– Dzisiaj dowiedzieliśmy się, że jedziemy kibicować Polaków w meczu z Anglią.",surprise
429,1646.16,1648.53,27:26,27:28,2.37,Ale wiecie co?,surprise
261,447.36,452.48,07:27,07:32,5.12,Czos Ale to ryba pędzona?,surprise
100,216.06,217.9,03:36,03:37,1.84,"Nie wiem, jak to określić.",surprise
971,3210.73,3212.71,53:30,53:32,1.98,Ale noc jaka my zjemy to jest tamto.,surprise
115,537.54,539.26,08:57,08:59,1.72,"Jesteś zadowolony, co?",surprise
713,1408.38,1409.68,23:28,23:29,1.3,Millimetra!,surprise
126,545.59,553.99,09:05,09:13,8.4,"Z tego co pamiętam to serial Zaklęta był jednym z trzech seriali, które naród, społeczeństwo mogło sobie wybrać jako swoją narodową telenovelę.",surprise
225,1074.72,1076.5,17:54,17:56,1.78,A możecie nam coś zaśpiewać?,surprise
249,764.72,765.34,12:44,12:45,0.62,Trzy!,surprise
673,2594.26,2598.72,43:14,43:18,4.46,"No te moje role różnie przychodzą, ale faktycznie zdarza mi się grać też takich...",surprise
730,2116.66,2118.36,35:16,35:18,1.7,"Ona wiedziała, że przychodzi do ekipy?",surprise
32,190.86,199.36,03:10,03:19,8.5,"Nie pamiętam pierwszego naszego spotkania, ale ja lubię w ogóle naszą też historię z Michałem, bo ona...",surprise
159,327.09,329.05,05:27,05:29,1.96,A co to znaczy?,surprise
50,177.34,178.69,02:57,02:58,1.35,Co się z nim stało w ogóle?,surprise
4,19.58,20.44,00:19,00:20,0.86,Po co te kłamstwo?,surprise
69,303.62,304.9,05:03,05:04,1.28,Ale i tak go wyślę.,surprise
190,603.36,614.14,10:03,10:14,10.78,"Był kiedyś taki film, trzysta mil do nieba, ja do nieba mam bliżej, pół litra potrzeba wódeczko, wódeczko, co żeś ty za pani.",surprise
603,2024.63,2026.15,33:44,33:46,1.52,Więc nie jesteśmy na pierwszym miejscu?,surprise
20,59.21,62.21,00:59,01:02,3.0,"Jestem mała, ale jak Ci przywalę, to się zdziwisz.",surprise
1238,4628.02,4635.08,77:08,77:15,7.06,"Kiedyś w ogóle, na przykład granie w serialu, jeszcze jak ja kończyłem, naprawdę, no to już Kira nie dotyczy, to w ogóle granie w serialu to była ujma.",surprise
136,838.58,839.56,13:58,13:59,0.98,Wiesz co?,surprise
167,563.19,579.61,09:23,09:39,16.42,Zwoń po Bogotowie!,surprise
281,574.25,575.37,09:34,09:35,1.12,W tą okno?,surprise
44,253.43,255.81,04:13,04:15,2.38,"Ale tak jak mówię, ja lubię tą historię.",surprise
47,254.57,257.13,04:14,04:17,2.56,"To zdradź nam proszę, jak wygląda twoja rutyna?",surprise
306,1023.94,1024.72,17:03,17:04,0.78,Masz jakiś problem?,surprise
138,529.95,536.38,08:49,08:56,6.43,"Ale robię wszystko to, co coachowi motywacyjni mówią, żeby nie robić od rana.",surprise
131,511.0,517.08,08:31,08:37,6.08,"Także propozycja była, ale ja nie skorzystałam, bo moją macierzą była jakby TTV.",surprise
328,635.76,637.12,10:35,10:37,1.36,Free kick z angielskiego?,surprise
52,206.76,207.92,03:26,03:27,1.16,Chodzisz do Wolos?,surprise
657,1385.08,1387.64,23:05,23:07,2.56,"Jak Szaku przegra, to zabierasz jego.",surprise
54,278.98,282.32,04:38,04:42,3.34,"Ja się śmieję czasami, że samolot tak naprawdę to jest mój dom.",surprise
3,12.63,17.47,00:12,00:17,4.84,W więzieniu była pani sarenką czy puszkarą?,surprise
173,675.32,680.76,11:15,11:20,5.44,"Powiedziałem Elisie, żeby weszła na baw, zaszkodzić Czadu, ale nie chciała, no to mówię, to ja im pokażę.",surprise
81,495.41,500.79,08:15,08:20,5.38,"Zobaczysz, jak naprawdę wygląda praca modelki, ile pieniędzy się zarabia i od kogo to zależy.",surprise
507,1623.22,1631.9,27:03,27:11,8.68,"Zobaczycie jakby exegezę każdego tekstu, co powiemy o naszej nowej płycie Virgin, także zapraszamy serdecznie.",surprise
192,909.77,910.67,15:09,15:10,0.9,"I myślałem, że może mi się coś.",surprise
394,1272.83,1274.49,21:12,21:14,1.66,"No nie, no i znowu to naprawdę...",surprise
923,3433.99,3435.25,57:13,57:15,1.26,"Serio, mieliście taki problem?",surprise
126,296.06,297.22,04:56,04:57,1.16,To jest animacja czy to jest jakieś otwarte miejsce?,surprise
103,306.19,307.43,05:06,05:07,1.24,Szukaj!,surprise
324,563.52,565.4,09:23,09:25,1.88,Jak zupka chińska.,surprise
672,2305.34,2307.78,38:25,38:27,2.44,Dzień postępuje dalej.,surprise
723,1773.25,1777.05,29:33,29:37,3.8,"Tak naprawdę się rozmnażają tylko po to, żeby cię je***a widzieć bardziej.",surprise
41,169.7,174.98,02:49,02:54,5.28,"Kompowanie sztango, potem hantelka, później coś tyłem plecy, no jakieś ćwiczenia po prostu.",surprise
72,216.76,221.12,03:36,03:41,4.36,"Mógłbym tutaj zamieszkać na całe życie, spokojnie, nie?",surprise
317,651.01,654.13,10:51,10:54,3.12,Na każdym z waszych stolików pojawi się tacka.,surprise
601,1559.4,1563.56,25:59,26:03,4.16,"No ale z tego co, no ale przecież ojciec Khabiba był wszędzie z nim.",surprise
256,930.99,932.23,15:30,15:32,1.24,Po co dalej kręcić?,surprise
334,935.74,938.48,15:35,15:38,2.74,"Postaram się coś wymyśleć, żeby nie było nudno.",surprise
123,275.25,277.17,04:35,04:37,1.92,"A, co bym zrobił?",surprise
131,402.32,403.34,06:42,06:43,1.02,Naprawdę.,surprise
490,989.01,990.05,16:29,16:30,1.04,"No to ja chyba zaczynam, nie?",surprise
591,1222.47,1222.93,20:22,20:22,0.46,Co?,surprise
534,1071.64,1074.08,17:51,17:54,2.44,Pele!,surprise
115,340.92,342.92,05:40,05:42,2.0,"Ale opona, ale śruba.",surprise
187,561.21,562.39,09:21,09:22,1.18,Jaka podpucha?,surprise
718,1764.93,1767.01,29:24,29:27,2.08,"Tak, coś takiego.",surprise
527,2103.98,2114.5,35:03,35:14,10.52,"Bardzo lubię wychodzić poza siebie i tak jak spytałeś co my byśmy wtedy robili, no to trochę ja próbowałem sobie odpowiedzieć na to pytanie, pisząc te wszystkie rzeczy jako Maciej.",surprise
544,1544.78,1551.3,25:44,25:51,6.52,"Starałam się tłumaczyć pewne zachowania tym, że po prostu pierwsza impreza, pierwszy alkohol.",surprise
316,865.67,868.55,14:25,14:28,2.88,"Schowałyśmy, schowałyśmy flaszkę, schowałyśmy jedzenie i tak dalej.",surprise
353,1159.69,1162.53,19:19,19:22,2.84,"Ostatnio z Werą nas zostawił chłop i ja mówię, no i co mam zrobić?",surprise
514,1029.27,1031.89,17:09,17:11,2.62,"Ale mam, ale mam!",surprise
289,988.45,990.79,16:28,16:30,2.34,"Kurwa, co to było?",surprise
328,1122.26,1123.58,18:42,18:43,1.32,"Serio, stary.",surprise
52,103.38,103.94,01:43,01:43,0.56,"Nie no, jak to byś przestał?",surprise
931,2354.94,2355.8,39:14,39:15,0.86,Jak w Scooby-Doo.,surprise
114,211.13,212.79,03:31,03:32,1.66,Ale skorupa normalnie pachnie.,surprise
54,208.52,209.56,03:28,03:29,1.04,Czy mogę iść z tobą?,surprise
366,806.32,809.3,13:26,13:29,2.98,"O, jak to k***a!",surprise
212,553.43,555.79,09:13,09:15,2.36,"Było blisko Widziałeś, widziałeś co?",surprise
559,1136.96,1139.7,18:56,18:59,2.74,"Że swój, jak to było?",surprise
312,1237.71,1240.05,20:37,20:40,2.34,"No Conan, to tu ryzyko i tu ryzyko.",surprise
411,1452.17,1454.05,24:12,24:14,1.88,Polska gola!,surprise
269,970.17,973.31,16:10,16:13,3.14,Ale przynajmniej bardzo śmieszny.,surprise
403,1316.96,1327.31,21:56,22:07,10.35,"Ale to jest mocne, bo zostały cztery osoby, więc oni już tak naprawdę mają albo po dychu ponad na głowę, albo możliwe, że któraś para, 25 jak drugą znajdziemy.",surprise
352,1157.51,1159.69,19:17,19:19,2.18,"Bo serio, ludzie zostawiają otwarte auta.",surprise
1134,3043.91,3047.47,50:43,50:47,3.56,"Tego co tutaj się dzieje nie da się opisać, to trzeba przeżyć tak naprawdę.",surprise
157,503.52,508.5,08:23,08:28,4.98,"Jezu, słyszeliście to?",surprise
193,706.06,707.9,11:46,11:47,1.84,Za reportaż o was dostanę policera.,surprise
159,724.68,728.94,12:04,12:08,4.26,"Serio, ten vlog się sam robi.",surprise
373,1036.47,1038.39,17:16,17:18,1.92,"Jaka piona w ogóle, o czym my gadamy, nie?",surprise
146,499.35,500.5,08:19,08:20,1.15,"Jak coś, zapraszam.",surprise
228,700.24,702.16,11:40,11:42,1.92,"Marcin, wstawaj, słyszysz?",surprise
176,391.61,392.43,06:31,06:32,0.82,Co?,surprise
115,247.3,248.6,04:07,04:08,1.3,A co zacząłeś mówić na konferencji?,surprise
115,402.66,405.62,06:42,06:45,2.96,"Słaba akcja, a tak naprawdę chciałbym tu być i bawić się.",surprise
567,1938.44,1939.74,32:18,32:19,1.3,"Ooo, hello!",surprise
591,1997.62,2003.52,33:17,33:23,5.9,"W Rumunii społeczeństwo jest bardzo niskie, ponieważ ludzie, którzy robią sprzedaży, są w Wielkiej Brytanii.",surprise
40,107.57,108.93,01:47,01:48,1.36,"Dalej, dalej.",surprise
1013,3395.35,3399.01,56:35,56:39,3.66,"Tak wstanę o dziewiąta i to się ogarnę szybko, co?",surprise
1009,3358.35,3362.81,55:58,56:02,4.46,"Dodam to, co będzie adekwatniejsze do zbudowania atmosfery, co niby aktualnie myślę.",surprise
258,620.29,621.57,10:20,10:21,1.28,Mam coś mocnego na Pawełka.,surprise
1415,5181.98,5184.18,86:21,86:24,2.2,"No naprawdę, no serio, zupełnie serio.",surprise
878,2186.57,2188.99,36:26,36:28,2.42,"Kuba, faktycznie mogłem tak zrobić.",surprise
80,314.16,321.62,05:14,05:21,7.46,"My z rodzicami mieszkaliśmy na Ursynowie, to nie jest daleko, no to tyle co zjechać na dół, tam w kierunku Wilanowa, ale to się wydawał jakiś taki obcy świat.",surprise
20,107.08,111.78,01:47,01:51,4.7,"Po prostu ten facet szedł z kamerą po ulicy i jak to zobaczył, to ją włączył.",surprise
155,814.07,817.97,13:34,13:37,3.9,"Zobaczmy, co my tu mamy.",surprise
43,146.12,153.92,02:26,02:33,7.8,"I mnie więcej młodzieży, jest zaangażowany więcej młodzieży w moją osobę.",surprise
5,11.39,12.33,00:11,00:12,0.94,Walo!,surprise
351,1116.97,1121.13,18:36,18:41,4.16,"Ponieważ wychodzę z założenia, że wszystko co mam zawdzięczam sobie, bo taka jest prawda.",surprise
187,747.98,751.56,12:27,12:31,3.58,Wyoszczające rysy i coś tam jeszcze.,surprise
88,274.25,275.99,04:34,04:35,1.74,Dajcie jakąś chusteczkę.,surprise
423,865.69,871.57,14:25,14:31,5.88,A widzowie nie będą bogaci jak zostawią supa z dłonem i łapka w górę.,surprise
569,1603.35,1603.79,26:43,26:43,0.44,A co?,surprise
87,349.22,352.54,05:49,05:52,3.32,"Ale w końcu mówię, że no dobra, okej, o, no to zajebiście, nie?",surprise
0,0.67,4.49,00:00,00:04,3.82,Trzech nierozłącznych kubiak!,surprise
528,1058.3,1061.96,17:38,17:41,3.66,"Puchacz, Tymek Puchacz, Tymek Puchacz!",surprise
357,753.94,754.28,12:33,12:34,0.34,Co?,surprise
250,641.86,643.9,10:41,10:43,2.04,"Łoł, jak go wygina!",surprise
258,659.51,666.55,10:59,11:06,7.04,"Ty, ale nawet jeśli to jest ustawione, to to jak on się tam wyginał, to ja nie jestem w stanie sobie tego wyobrazić, ja bym tak nie umiała.",surprise
604,1686.1,1688.98,28:06,28:08,2.88,I co byś mi teraz zrobiła?,surprise
85,260.72,261.52,04:20,04:21,0.8,Co chciałaś się schować?,surprise
368,1297.44,1316.48,21:37,21:56,19.04,"Na pewno wśród widowni są mężczyźni, prawdziwi twardziele, którzy myślą, że taki stuprocentowy facet powinien mieć dowalony baniak, powinien mieć tutaj, wiesz, rozbudowane mięśnie piersiowe, a tak naprawdę te mięśnie w tej sytuacji zupełnie by im się nie przydały, bo zupełnie co innego będzie musiało w Twoim przypadku popracować.",surprise
955,2419.64,2420.74,40:19,40:20,1.1,Co jest najgorsze?,surprise
578,1626.61,1627.49,27:06,27:07,0.88,Cześć!,surprise
1,2.5,5.36,00:02,00:05,2.86,Łączą szor!,surprise
168,546.29,549.99,09:06,09:09,3.7,"Nie, Boże nie.",surprise
449,1219.7,1226.98,20:19,20:26,7.28,"Wrzucali tam, co im przyszło namyć, kurwa, czyli surowe rzeczy, kurwa, i kazali nam to jeść, no ale chyba pomyliły programy.",surprise
82,253.23,255.47,04:13,04:15,2.24,Ale pana policjanci są ciekawsi.,surprise
742,2536.57,2543.79,42:16,42:23,7.22,"Uchodzony, czysty, ale po pracy to kopejki.",surprise
64,354.22,357.92,05:54,05:57,3.7,"Ja pochodzę z Roztocza, z bardzo malowniczej miejscowości, z Łaszczowa.",surprise
316,1334.98,1335.84,22:14,22:15,0.86,O!,surprise
679,1685.52,1687.46,28:05,28:07,1.94,"Oj, co wybrać?",surprise
38,140.24,142.66,02:20,02:22,2.42,"Potraktuj to, jak byś był na mojej smyczy!",surprise
49,258.67,260.07,04:18,04:20,1.4,Co ty robisz?,surprise
249,1128.08,1129.68,18:48,18:49,1.6,Jak to będzie pisał scenariusz?,surprise
196,571.7,572.96,09:31,09:32,1.26,"Ja w sumie zaraz bym chciał, nie?",surprise
333,715.15,719.47,11:55,11:59,4.32,"Ale se dasz, Patryk, zaraz.",surprise
257,774.53,775.88,12:54,12:55,1.35,Tak myślałem!,surprise
398,780.87,783.87,13:00,13:03,3.0,Ojej!,surprise
382,756.25,757.45,12:36,12:37,1.2,"Dobra, Henri, pokaż.",surprise
